"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY","BILL_AMT","PAY_AMT","DEFAULT","UTILIZATION"
"14590",630000,2,1,1,31,0,447263,20000,0,0.70994126984127
"14591",220000,2,2,1,41,0,143660,5005,0,0.653
"14592",280000,2,1,1,44,0,230931,8634,0,0.824753571428571
"14593",340000,2,2,1,40,0,244451,10000,0,0.718973529411765
"14594",180000,2,1,2,33,2,416,416,1,0.00231111111111111
"14595",20000,2,2,2,48,1,17100,0,1,0.855
"14596",140000,2,2,1,40,0,102502,5000,0,0.732157142857143
"14597",130000,2,2,2,44,2,72181,2700,1,0.555238461538462
"14598",120000,2,1,1,38,0,65645,15000,0,0.547041666666667
"14599",360000,2,1,1,42,1,0,0,0,0
"14600",240000,2,2,1,43,0,50120,1781,0,0.208833333333333
"14601",310000,2,2,1,40,-2,3268,206,0,0.010541935483871
"14602",1e+05,2,3,1,46,2,43677,0,1,0.43677
"14603",2e+05,2,1,1,37,-2,1324,0,0,0.00662
"14604",80000,2,2,1,29,2,72674,3300,0,0.908425
"14605",210000,2,1,2,32,-2,19959,1603,0,0.0950428571428571
"14606",180000,2,1,2,31,-2,0,0,0,0
"14607",70000,2,2,1,33,0,66701,53000,0,0.952871428571429
"14608",60000,2,2,2,36,0,57724,2000,0,0.962066666666667
"14609",2e+05,2,1,1,49,-1,950,950,0,0.00475
"14610",50000,2,3,1,46,1,8354,0,1,0.16708
"14611",70000,2,2,1,41,0,68953,3000,0,0.985042857142857
"14612",130000,2,2,1,48,0,23575,1300,0,0.181346153846154
"14613",140000,2,2,1,47,-2,0,0,0,0
"14614",350000,2,3,1,36,0,42548,2000,0,0.121565714285714
"14615",150000,2,1,2,30,0,7674,432,0,0.05116
"14616",50000,2,2,1,39,0,32802,1497,0,0.65604
"14617",50000,2,3,1,47,0,38909,1000,0,0.77818
"14618",30000,2,2,2,36,0,11896,1600,0,0.396533333333333
"14619",20000,2,3,1,38,0,15894,1225,0,0.7947
"14620",50000,2,2,2,33,0,26740,2000,0,0.5348
"14621",30000,2,2,2,47,2,15089,1500,1,0.502966666666667
"14622",230000,2,0,2,47,-1,8394,5743,0,0.036495652173913
"14623",70000,2,3,1,43,2,85863,0,1,1.22661428571429
"14624",30000,2,2,2,49,0,15013,1400,0,0.500433333333333
"14625",150000,2,3,1,33,0,147350,11150,0,0.982333333333333
"14626",40000,2,2,1,38,-1,19537,1500,0,0.488425
"14627",250000,2,2,1,31,0,142905,4000,0,0.57162
"14628",2e+05,2,2,1,46,1,30783,3058,0,0.153915
"14629",20000,2,3,1,36,0,14822,3641,1,0.7411
"14630",2e+05,2,2,1,47,0,193229,9058,0,0.966145
"14631",60000,2,2,1,38,0,58890,2620,0,0.9815
"14632",30000,2,2,2,39,0,28144,2000,0,0.938133333333333
"14633",130000,2,2,1,33,0,84963,2980,0,0.653561538461538
"14634",140000,2,2,1,44,0,127254,6050,1,0.908957142857143
"14635",360000,2,1,1,45,1,0,0,0,0
"14636",20000,2,1,2,31,3,6186,0,1,0.3093
"14637",210000,2,2,2,45,1,0,0,0,0
"14638",380000,2,1,1,44,0,365023,14320,0,0.960586842105263
"14639",50000,2,1,2,39,0,47381,2116,0,0.94762
"14640",2e+05,2,2,2,30,-2,4690,2028,0,0.02345
"14641",50000,2,1,1,30,0,46791,1593,0,0.93582
"14642",150000,2,1,1,31,0,138121,10001,0,0.920806666666667
"14643",30000,2,2,1,32,0,17168,12155,1,0.572266666666667
"14644",30000,2,2,2,34,1,29678,0,1,0.989266666666667
"14645",110000,2,2,1,39,0,132062,5000,0,1.20056363636364
"14646",30000,2,2,1,38,0,19707,1650,0,0.6569
"14647",130000,2,2,1,39,1,0,0,0,0
"14648",260000,2,2,1,39,2,238601,0,1,0.917696153846154
"14649",30000,2,2,1,43,2,28264,2000,1,0.942133333333333
"14650",220000,2,2,2,47,0,137736,5100,0,0.626072727272727
"14651",120000,2,1,1,33,0,35563,1426,1,0.296358333333333
"14652",1e+05,2,2,2,43,0,51146,5000,0,0.51146
"14653",1e+05,2,2,1,38,0,88231,4326,1,0.88231
"14654",70000,2,2,2,44,0,79696,3100,1,1.13851428571429
"14655",20000,2,2,1,46,1,13254,0,1,0.6627
"14656",320000,2,1,1,36,-1,7868,0,0,0.0245875
"14657",210000,2,2,1,45,0,209495,8000,0,0.997595238095238
"14658",90000,2,3,1,37,0,78159,8000,0,0.868433333333333
"14659",120000,2,3,1,36,0,91914,4260,0,0.76595
"14660",360000,2,2,1,35,0,127548,2145,0,0.3543
"14661",140000,2,3,1,30,0,93157,4700,0,0.665407142857143
"14662",3e+05,2,1,1,32,-1,3092,1589,0,0.0103066666666667
"14663",190000,2,2,1,46,0,140626,8000,0,0.740136842105263
"14664",2e+05,2,1,1,37,0,37958,3023,0,0.18979
"14665",5e+05,2,2,1,43,0,53477,0,0,0.106954
"14666",180000,2,2,2,29,0,151652,6000,0,0.842511111111111
"14667",360000,2,3,1,44,-1,2877,1861,0,0.00799166666666667
"14668",90000,2,2,1,32,0,68248,2388,0,0.758311111111111
"14669",150000,2,2,1,44,-2,0,0,0,0
"14670",5e+05,2,1,1,30,0,224387,10100,0,0.448774
"14671",80000,2,2,2,29,0,24822,1720,0,0.310275
"14672",10000,2,3,2,46,1,4474,0,1,0.4474
"14673",80000,2,1,1,44,-1,14686,3673,0,0.183575
"14674",60000,2,2,1,30,1,14135,0,1,0.235583333333333
"14675",240000,2,1,1,35,-1,380,380,0,0.00158333333333333
"14676",230000,2,1,2,33,0,19518,3735,0,0.0848608695652174
"14677",40000,2,2,2,33,0,34253,1567,0,0.856325
"14678",250000,2,2,1,33,3,2500,0,1,0.01
"14679",50000,2,2,1,32,1,51132,0,0,1.02264
"14680",120000,2,3,1,39,2,49437,3500,1,0.411975
"14681",50000,2,3,2,41,2,23043,1700,1,0.46086
"14682",60000,2,2,1,38,0,55120,1735,0,0.918666666666667
"14683",160000,2,3,2,35,0,92509,3472,0,0.57818125
"14684",50000,2,2,1,43,0,17870,1500,1,0.3574
"14685",4e+05,2,1,1,48,-1,1908,0,0,0.00477
"14686",50000,2,2,3,39,0,49005,6000,0,0.9801
"14687",1e+05,2,3,2,31,0,15856,510,0,0.15856
"14688",1e+05,2,2,2,34,0,22173,1372,0,0.22173
"14689",30000,2,3,2,41,0,12001,1485,0,0.400033333333333
"14690",50000,2,2,1,32,0,36062,1500,0,0.72124
"14691",80000,2,2,1,28,2,52062,2158,1,0.650775
"14692",150000,2,2,2,28,-1,326,326,0,0.00217333333333333
"14693",10000,2,3,1,33,2,7708,2500,0,0.7708
"14694",220000,2,1,1,37,0,152197,6000,0,0.691804545454546
"14695",180000,2,1,2,28,0,161694,7500,0,0.8983
"14696",220000,2,1,2,30,0,204491,7000,0,0.929504545454545
"14697",350000,2,2,1,36,1,0,0,0,0
"14698",560000,2,2,1,45,0,374663,13195,1,0.669041071428571
"14699",240000,2,1,1,37,0,173677,8000,1,0.723654166666667
"14700",410000,2,2,1,43,0,6917,1130,0,0.0168707317073171
"14701",90000,2,2,2,36,1,0,0,1,0
"14702",30000,2,1,2,31,0,28803,1800,0,0.9601
"14703",40000,2,2,1,33,1,23734,1600,1,0.59335
"14704",60000,2,2,2,46,0,39518,1870,0,0.658633333333333
"14705",390000,2,2,1,41,0,216622,7244,0,0.555441025641026
"14706",130000,2,2,1,35,0,80713,28000,0,0.620869230769231
"14707",90000,2,2,2,32,3,27565,1800,1,0.306277777777778
"14708",3e+05,2,2,1,36,0,147051,6700,0,0.49017
"14709",220000,2,1,1,33,0,204205,20000,0,0.928204545454545
"14710",20000,2,1,2,33,0,11391,5000,0,0.56955
"14711",140000,2,3,1,35,0,119184,14113,0,0.851314285714286
"14712",120000,2,3,1,44,0,16735,2000,0,0.139458333333333
"14713",2e+05,2,2,1,37,1,7841,0,0,0.039205
"14714",20000,2,2,1,40,0,4314,1500,1,0.2157
"14715",110000,2,2,1,41,2,23078,3200,1,0.2098
"14716",290000,2,2,2,34,0,305781,12012,0,1.05441724137931
"14717",210000,2,3,1,45,0,124147,5000,0,0.591176190476191
"14718",80000,2,3,0,41,0,69964,3082,0,0.87455
"14719",2e+05,2,3,1,42,-2,1261,1261,0,0.006305
"14720",180000,2,2,1,35,-1,1264,176,0,0.00702222222222222
"14721",260000,2,2,2,35,0,131211,4001,0,0.504657692307692
"14722",50000,2,2,1,43,0,17102,3000,1,0.34204
"14723",150000,2,3,1,40,-1,5916,5876,0,0.03944
"14724",190000,2,3,1,45,0,76433,3300,0,0.402278947368421
"14725",180000,2,2,1,37,0,107337,2000,0,0.596316666666667
"14726",130000,2,2,2,32,0,7469,1138,0,0.0574538461538462
"14727",30000,2,2,1,47,0,27119,2894,0,0.903966666666667
"14728",1e+05,2,2,1,36,1,32196,0,1,0.32196
"14729",20000,2,2,2,37,1,16174,0,1,0.8087
"14730",20000,2,2,1,40,0,10470,1145,0,0.5235
"14731",20000,2,2,1,35,2,5890,1500,1,0.2945
"14732",20000,2,3,2,48,0,17332,1580,0,0.8666
"14733",50000,2,3,1,42,2,31422,1521,1,0.62844
"14734",110000,2,2,1,38,2,41619,0,1,0.378354545454545
"14735",60000,2,2,1,48,0,50806,2000,1,0.846766666666667
"14736",50000,2,2,2,35,1,50421,0,0,1.00842
"14737",2e+05,2,1,2,40,2,185696,0,1,0.92848
"14738",360000,2,2,1,48,-2,0,0,0,0
"14739",110000,2,2,1,35,0,46640,1600,0,0.424
"14740",180000,2,2,2,39,0,2875,0,0,0.0159722222222222
"14741",50000,2,2,2,42,0,48080,1763,0,0.9616
"14742",30000,2,2,1,45,1,13440,1000,0,0.448
"14743",50000,2,2,1,44,0,3351,1077,1,0.06702
"14744",50000,2,1,1,35,0,44487,4000,1,0.88974
"14745",120000,2,1,2,35,1,0,0,1,0
"14746",120000,2,1,2,35,-1,2776,2549,1,0.0231333333333333
"14747",50000,2,2,2,45,-2,330,330,0,0.0066
"14748",80000,2,3,1,42,0,71650,0,0,0.895625
"14749",80000,2,1,1,37,-1,1330,0,0,0.016625
"14750",70000,2,2,2,34,2,71332,2744,1,1.01902857142857
"14751",320000,2,2,1,40,0,96225,5000,0,0.300703125
"14752",5e+05,2,1,2,35,0,12590,1225,0,0.02518
"14753",230000,2,2,1,46,0,8136,1500,0,0.0353739130434783
"14754",80000,2,3,1,45,0,35401,1587,0,0.4425125
"14755",110000,2,3,0,31,0,89955,7908,0,0.817772727272727
"14756",240000,2,1,2,31,0,43601,0,0,0.181670833333333
"14757",150000,2,3,1,46,0,61510,2240,0,0.410066666666667
"14758",90000,2,3,1,37,0,91193,7006,0,1.01325555555556
"14759",1e+05,2,2,1,36,2,101483,4500,1,1.01483
"14760",30000,2,2,1,42,2,30149,0,1,1.00496666666667
"14761",80000,2,2,1,40,2,80934,3800,1,1.011675
"14762",260000,2,2,1,49,-1,8046,2184,1,0.0309461538461538
"14763",2e+05,2,3,1,43,-1,623,623,0,0.003115
"14764",20000,2,3,1,39,2,15307,0,1,0.76535
"14765",160000,2,1,2,31,-1,1494,2,1,0.0093375
"14766",70000,2,2,2,38,1,21047,1700,0,0.300671428571429
"14767",20000,2,2,1,43,0,6459,1123,0,0.32295
"14768",2e+05,2,1,1,45,-1,632,337,0,0.00316
"14769",440000,2,3,1,49,0,386288,14453,0,0.877927272727273
"14770",20000,2,3,1,43,4,20461,0,0,1.02305
"14771",110000,2,1,1,35,0,107905,4000,0,0.980954545454545
"14772",130000,2,3,1,44,0,122264,3541,0,0.940492307692308
"14773",50000,2,2,1,33,0,40738,4200,0,0.81476
"14774",290000,2,1,1,35,-2,0,0,1,0
"14775",310000,2,1,2,29,-2,976,0,0,0.00314838709677419
"14776",30000,2,2,1,30,0,24061,1800,1,0.802033333333333
"14777",80000,2,2,2,31,0,51160,4500,0,0.6395
"14778",1e+05,2,2,1,32,0,74136,3200,0,0.74136
"14779",70000,2,3,1,37,0,74117,2589,0,1.05881428571429
"14780",210000,2,2,1,43,0,91152,3348,0,0.434057142857143
"14781",180000,2,3,1,43,-1,780,0,0,0.00433333333333333
"14782",50000,2,2,1,43,0,51229,2100,0,1.02458
"14783",60000,2,1,2,34,0,39505,5000,0,0.658416666666667
"14784",70000,2,3,1,38,1,59020,50,0,0.843142857142857
"14785",50000,2,2,2,36,0,81793,2682,0,1.63586
"14786",350000,2,1,1,42,-1,360,360,0,0.00102857142857143
"14787",170000,2,2,1,45,0,156993,8000,0,0.923488235294118
"14788",180000,2,2,1,32,1,146549,7641,0,0.814161111111111
"14789",220000,2,1,2,30,0,213525,6439,0,0.970568181818182
"14790",80000,2,3,1,30,2,40654,2000,1,0.508175
"14791",360000,2,2,1,33,0,30198,30000,0,0.0838833333333333
"14792",5e+05,2,1,2,31,-1,1779,644,0,0.003558
"14793",410000,2,1,2,31,0,309531,11270,0,0.754953658536585
"14794",80000,2,1,1,32,-1,4927,0,1,0.0615875
"14795",180000,2,1,2,33,2,118656,10000,1,0.6592
"14796",20000,2,1,2,31,-1,416,416,0,0.0208
"14797",30000,2,2,2,31,3,29078,0,1,0.969266666666667
"14798",2e+05,2,1,1,31,-1,1203,0,0,0.006015
"14799",180000,2,1,2,32,-1,10831,7201,1,0.0601722222222222
"14800",140000,2,1,2,33,2,130104,4900,0,0.929314285714286
"14801",130000,2,2,2,29,0,86584,4100,0,0.666030769230769
"14802",20000,2,2,1,30,0,3366,0,0,0.1683
"14803",120000,2,1,2,29,-1,632,0,1,0.00526666666666667
"14804",50000,2,2,2,30,0,35758,3000,0,0.71516
"14805",310000,2,2,1,30,-1,13768,4000,0,0.0444129032258065
"14806",420000,2,1,2,30,0,46209,1543,0,0.110021428571429
"14807",60000,2,2,2,30,0,10809,3160,0,0.18015
"14808",140000,2,1,1,30,1,0,0,0,0
"14809",80000,2,2,2,30,2,56761,3700,1,0.7095125
"14810",220000,2,2,1,31,0,79226,3900,0,0.360118181818182
"14811",360000,2,2,1,33,0,11596,1058,0,0.0322111111111111
"14812",290000,2,1,2,29,0,10370,1400,0,0.0357586206896552
"14813",260000,2,1,2,30,1,96549,0,0,0.371342307692308
"14814",170000,2,1,2,29,0,24717,3000,0,0.145394117647059
"14815",2e+05,2,1,2,34,-2,0,0,1,0
"14816",140000,2,2,1,35,0,127794,4317,0,0.912814285714286
"14817",170000,2,2,2,39,0,161277,5856,0,0.948688235294118
"14818",220000,2,1,1,45,0,142389,6200,0,0.647222727272727
"14819",230000,2,1,1,44,-1,756,0,1,0.00328695652173913
"14820",340000,2,1,1,36,0,242518,8849,0,0.713288235294118
"14821",360000,2,1,1,37,-2,0,0,1,0
"14822",90000,2,3,2,42,0,91240,4895,0,1.01377777777778
"14823",130000,2,2,1,47,2,123896,0,1,0.953046153846154
"14824",80000,2,2,1,41,-1,390,390,1,0.004875
"14825",4e+05,2,1,1,41,0,104083,8,0,0.2602075
"14826",240000,2,2,2,43,0,225159,20000,0,0.9381625
"14827",10000,2,2,1,46,1,7660,1306,1,0.766
"14828",20000,2,3,1,44,0,20313,3030,0,1.01565
"14829",80000,2,2,1,40,0,37123,2072,0,0.4640375
"14830",250000,2,2,1,39,0,210262,10073,0,0.841048
"14831",30000,2,2,1,44,1,28864,2000,0,0.962133333333333
"14832",5e+05,2,3,2,46,-1,24239,15000,0,0.048478
"14833",80000,2,2,1,40,1,63340,6,0,0.79175
"14834",120000,2,2,1,47,0,97989,5100,0,0.816575
"14835",80000,2,2,1,48,0,49526,1740,0,0.619075
"14836",210000,2,2,2,41,0,227271,9000,0,1.08224285714286
"14837",1e+05,2,2,2,30,2,96604,0,1,0.96604
"14838",5e+05,2,2,1,44,0,193136,6610,0,0.386272
"14839",230000,2,1,1,39,0,63370,2305,0,0.275521739130435
"14840",110000,2,2,1,40,0,23303,1511,0,0.211845454545455
"14841",210000,2,1,1,46,0,112901,4910,0,0.53762380952381
"14842",320000,2,2,2,35,-1,61687,3500,0,0.192771875
"14843",140000,2,2,2,37,0,143118,6400,0,1.02227142857143
"14844",40000,2,1,1,48,0,38549,2000,0,0.963725
"14845",220000,2,1,1,47,0,210753,6426,0,0.957968181818182
"14846",250000,2,2,1,37,0,59023,45000,0,0.236092
"14847",70000,2,1,2,34,0,36467,5000,0,0.520957142857143
"14848",70000,2,1,1,35,0,59795,2479,0,0.854214285714286
"14849",50000,2,3,1,40,0,117191,2325,0,2.34382
"14850",70000,2,1,2,36,0,79640,3000,0,1.13771428571429
"14851",50000,2,3,1,35,0,49930,2300,0,0.9986
"14852",250000,2,2,1,35,2,92966,1641,1,0.371864
"14853",120000,2,2,1,34,0,119287,4400,0,0.994058333333333
"14854",70000,2,1,1,35,2,51143,3500,1,0.730614285714286
"14855",440000,2,1,1,40,0,416044,16500,0,0.945554545454545
"14856",280000,2,1,1,41,0,96590,5000,0,0.344964285714286
"14857",360000,2,1,1,42,0,174857,10000,0,0.485713888888889
"14858",150000,2,1,1,43,-2,885,123,0,0.0059
"14859",3e+05,2,3,2,44,-2,0,0,1,0
"14860",20000,2,2,1,42,1,8395,0,0,0.41975
"14861",380000,2,2,1,38,0,12538,1000,0,0.0329947368421053
"14862",340000,2,2,1,44,0,240851,8297,0,0.708385294117647
"14863",210000,2,2,2,41,0,165425,8000,0,0.787738095238095
"14864",60000,2,2,1,41,2,56483,2203,1,0.941383333333333
"14865",130000,2,1,1,46,0,15393,1593,0,0.118407692307692
"14866",340000,2,1,1,43,0,15928,3000,0,0.0468470588235294
"14867",170000,2,2,1,49,-1,12769,3557,0,0.0751117647058824
"14868",360000,2,2,1,43,-1,9011,4045,0,0.0250305555555556
"14869",60000,2,2,1,35,2,3167,2500,0,0.0527833333333333
"14870",360000,2,1,1,37,-1,5625,368,0,0.015625
"14871",280000,2,2,1,41,0,9551,5000,0,0.0341107142857143
"14872",240000,2,1,1,34,-1,2799,855,0,0.0116625
"14873",120000,2,1,2,34,-1,17067,0,0,0.142225
"14874",90000,2,1,2,33,0,92725,8500,0,1.03027777777778
"14875",1e+05,2,1,1,34,0,101620,4000,0,1.0162
"14876",410000,2,1,1,34,1,0,0,0,0
"14877",190000,2,1,1,43,2,191869,7305,0,1.00983684210526
"14878",220000,2,1,1,36,0,184765,9000,0,0.839840909090909
"14879",90000,2,2,2,44,2,15089,2500,1,0.167655555555556
"14880",120000,2,1,2,30,0,170263,5520,0,1.41885833333333
"14881",10000,2,3,2,50,3,600,0,1,0.06
"14882",5e+05,2,1,1,50,0,378981,20002,0,0.757962
"14883",120000,2,2,1,50,0,38261,23000,0,0.318841666666667
"14884",240000,2,2,1,50,-1,978,193,0,0.004075
"14885",5e+05,2,1,1,50,-1,21794,12610,0,0.043588
"14886",150000,2,1,1,50,-1,6350,0,0,0.0423333333333333
"14887",60000,2,2,1,49,0,58928,2500,0,0.982133333333333
"14888",30000,2,3,1,50,2,29468,1000,1,0.982266666666667
"14889",320000,2,2,1,53,0,319711,3000,0,0.999096875
"14890",440000,2,1,2,51,0,26106,8999,0,0.0593318181818182
"14891",50000,2,2,1,51,0,44664,4110,0,0.89328
"14892",220000,2,2,1,51,0,36022,3010,0,0.163736363636364
"14893",360000,2,1,1,54,1,0,0,0,0
"14894",90000,2,3,1,58,-2,5563,0,0,0.0618111111111111
"14895",50000,2,2,1,56,0,50586,2000,0,1.01172
"14896",290000,2,3,1,58,1,68445,0,0,0.23601724137931
"14897",350000,2,2,1,50,0,263390,10532,1,0.752542857142857
"14898",110000,2,3,1,52,1,23969,0,0,0.2179
"14899",40000,2,2,1,53,0,4621,2150,1,0.115525
"14900",110000,2,1,1,55,-1,632,0,0,0.00574545454545455
"14901",140000,2,2,2,53,0,8068,1535,0,0.0576285714285714
"14902",260000,2,2,1,56,0,2338,0,0,0.00899230769230769
"14903",340000,2,1,1,56,-1,5610,5399,1,0.0165
"14904",30000,2,2,1,58,1,11223,0,1,0.3741
"14905",30000,2,3,1,54,2,22147,3000,0,0.738233333333333
"14906",440000,2,3,1,50,0,250825,10043,0,0.570056818181818
"14907",10000,2,3,1,52,-1,2465,1200,0,0.2465
"14908",230000,2,2,1,55,0,7302,2001,0,0.0317478260869565
"14909",150000,2,2,3,54,0,138765,4772,0,0.9251
"14910",330000,2,3,1,55,0,21333,5000,0,0.0646454545454545
"14911",130000,2,3,2,53,0,101156,3615,0,0.778123076923077
"14912",10000,2,3,1,51,3,2400,0,1,0.24
"14913",360000,2,2,1,54,0,277688,10450,0,0.771355555555556
"14914",180000,2,3,2,52,0,173065,5902,0,0.961472222222222
"14915",50000,2,2,1,55,2,41696,1674,1,0.83392
"14916",30000,2,3,1,56,1,25158,0,0,0.8386
"14917",50000,2,3,1,52,0,5976,2000,0,0.11952
"14918",20000,2,2,3,56,0,17977,3000,0,0.89885
"14919",130000,2,3,2,55,0,116336,10063,0,0.894892307692308
"14920",330000,2,1,1,53,0,304922,14000,0,0.924006060606061
"14921",50000,2,2,2,53,0,51320,1952,0,1.0264
"14922",70000,2,3,3,58,0,70012,2418,0,1.00017142857143
"14923",1e+05,2,3,1,58,0,96821,3589,0,0.96821
"14924",110000,2,2,1,54,2,95090,3400,1,0.864454545454545
"14925",1e+05,2,2,1,58,2,86654,3500,1,0.86654
"14926",160000,2,3,1,53,1,0,0,0,0
"14927",70000,2,3,2,55,0,4664,1100,0,0.0666285714285714
"14928",60000,2,2,1,59,4,54506,4000,0,0.908433333333333
"14929",160000,2,2,1,58,-1,1443,1443,0,0.00901875
"14930",30000,2,2,1,55,0,13532,1647,1,0.451066666666667
"14931",60000,1,2,1,46,0,57487,2706,0,0.958116666666667
"14932",140000,1,3,1,58,2,98985,4520,0,0.707035714285714
"14933",20000,1,2,2,27,-1,780,0,0,0.039
"14934",80000,1,2,2,29,-1,10278,1085,0,0.128475
"14935",50000,1,3,2,24,0,40751,1627,0,0.81502
"14936",160000,2,2,1,51,2,65312,4000,1,0.4082
"14937",5e+05,2,1,2,51,1,0,0,0,0
"14938",470000,2,2,1,54,1,358581,0,0,0.76293829787234
"14939",30000,1,1,2,24,2,29015,1400,1,0.967166666666667
"14940",50000,1,1,2,23,0,18666,2000,0,0.37332
"14941",80000,1,1,2,24,0,77225,3649,0,0.9653125
"14942",30000,1,2,1,23,2,27172,1800,1,0.905733333333333
"14943",150000,1,1,2,28,-2,5797,436,0,0.0386466666666667
"14944",170000,1,2,2,27,0,169106,5000,0,0.994741176470588
"14945",30000,1,2,2,35,2,18915,2000,1,0.6305
"14946",1e+05,1,2,2,23,-1,291,291,0,0.00291
"14947",10000,1,2,2,24,3,1050,0,1,0.105
"14948",140000,1,2,2,24,-1,6312,0,1,0.0450857142857143
"14949",50000,1,2,2,24,1,25932,1800,0,0.51864
"14950",20000,1,2,2,22,0,8785,1142,0,0.43925
"14951",10000,1,2,2,22,1,6829,0,1,0.6829
"14952",50000,1,2,2,24,0,49989,1800,0,0.99978
"14953",30000,1,2,2,23,0,30620,2000,0,1.02066666666667
"14954",50000,1,2,2,23,0,49283,1781,0,0.98566
"14955",1e+05,1,2,2,24,0,87478,3500,1,0.87478
"14956",20000,1,3,2,24,0,18661,1400,0,0.93305
"14957",20000,1,2,2,25,0,17584,3000,0,0.8792
"14958",1e+05,1,2,2,25,0,49199,1000,0,0.49199
"14959",50000,1,2,2,25,1,15491,1000,1,0.30982
"14960",1e+05,1,1,2,24,-1,33921,1563,0,0.33921
"14961",30000,1,3,2,25,2,23421,1500,1,0.7807
"14962",50000,1,2,1,25,0,42238,1807,1,0.84476
"14963",50000,1,1,2,25,0,60200,2000,0,1.204
"14964",50000,1,1,2,25,0,48848,1845,0,0.97696
"14965",50000,1,2,2,25,0,50547,1900,0,1.01094
"14966",380000,1,2,2,26,0,64900,2600,0,0.170789473684211
"14967",50000,1,1,2,24,2,5524,1500,1,0.11048
"14968",30000,1,2,2,24,2,31529,0,0,1.05096666666667
"14969",150000,1,2,1,25,-1,890,0,0,0.00593333333333333
"14970",180000,1,2,2,25,0,12891,1600,0,0.0716166666666667
"14971",80000,1,3,2,26,0,79558,3694,1,0.994475
"14972",110000,1,2,2,24,2,98428,5500,1,0.8948
"14973",30000,1,3,2,25,0,23075,2000,0,0.769166666666667
"14974",110000,1,2,2,25,0,23459,4000,1,0.213263636363636
"14975",280000,1,2,2,26,0,51951,25486,0,0.185539285714286
"14976",10000,1,2,2,23,0,5583,5000,1,0.5583
"14977",20000,1,2,2,24,2,16239,600,0,0.81195
"14978",170000,1,2,2,26,0,85914,10050,0,0.505376470588235
"14979",20000,1,3,2,26,3,21667,0,1,1.08335
"14980",130000,1,2,2,22,0,120479,5601,0,0.926761538461538
"14981",2e+05,1,1,2,26,2,196979,7800,1,0.984895
"14982",250000,1,2,2,26,0,115497,3835,0,0.461988
"14983",80000,1,2,2,27,0,48329,5004,0,0.6041125
"14984",120000,1,2,2,28,0,70124,3000,0,0.584366666666667
"14985",20000,1,2,2,26,1,16167,0,0,0.80835
"14986",150000,1,1,2,26,0,26443,2000,0,0.176286666666667
"14987",190000,1,2,2,26,-1,2204,1800,0,0.0116
"14988",210000,1,1,2,27,0,42585,8000,0,0.202785714285714
"14989",180000,1,2,2,27,0,147310,7503,0,0.818388888888889
"14990",50000,1,2,2,28,0,48431,1700,0,0.96862
"14991",140000,1,1,2,25,0,92465,3500,0,0.660464285714286
"14992",80000,1,2,2,26,-2,2970,0,0,0.037125
"14993",80000,1,2,2,27,0,81752,3069,1,1.0219
"14994",80000,1,2,2,25,2,76915,3149,0,0.9614375
"14995",20000,1,2,2,28,0,8723,2000,0,0.43615
"14996",10000,1,2,1,26,3,2400,0,1,0.24
"14997",30000,1,2,2,26,1,14773,0,1,0.492433333333333
"14998",240000,1,1,2,27,-1,19365,5534,0,0.0806875
"14999",60000,1,1,2,28,-1,40784,2001,0,0.679733333333333
"15000",1e+05,1,2,2,28,0,9125,2000,1,0.09125
"15001",10000,1,2,1,28,0,1474,1196,0,0.1474
"15002",70000,1,2,2,28,1,26357,1600,1,0.376528571428571
"15003",60000,1,1,2,28,0,26129,5000,0,0.435483333333333
"15004",130000,1,1,2,29,0,120000,0,0,0.923076923076923
"15005",30000,1,3,1,30,3,2400,0,1,0.08
"15006",80000,1,2,2,30,0,31299,20000,0,0.3912375
"15007",20000,1,2,2,27,0,15993,1600,0,0.79965
"15008",50000,1,2,2,28,0,8608,2000,0,0.17216
"15009",80000,1,3,2,27,1,0,0,1,0
"15010",150000,1,1,1,27,-1,390,0,0,0.0026
"15011",60000,1,2,2,27,0,26437,1701,0,0.440616666666667
"15012",220000,1,2,2,28,0,59247,6000,0,0.269304545454545
"15013",10000,1,3,2,23,0,5807,1270,0,0.5807
"15014",50000,1,2,2,26,2,49586,2268,0,0.99172
"15015",50000,1,1,2,26,0,48924,2200,0,0.97848
"15016",220000,1,1,2,28,0,22399,3000,0,0.101813636363636
"15017",450000,1,1,2,29,1,1261,1261,0,0.00280222222222222
"15018",240000,1,2,1,33,1,172618,6765,0,0.719241666666667
"15019",5e+05,1,2,2,29,0,39345,2014,0,0.07869
"15020",170000,1,1,2,28,0,56061,2051,0,0.329770588235294
"15021",1e+05,1,2,2,29,2,43531,2600,1,0.43531
"15022",2e+05,1,1,2,30,-1,6589,3449,0,0.032945
"15023",2e+05,1,2,2,27,2,189605,14635,1,0.948025
"15024",20000,1,1,2,28,0,3202,2000,0,0.1601
"15025",40000,1,2,2,27,1,41520,0,1,1.038
"15026",110000,1,1,2,27,0,87487,5000,0,0.795336363636364
"15027",10000,1,2,1,27,0,10128,1151,0,1.0128
"15028",1e+05,1,2,2,28,0,32480,1600,0,0.3248
"15029",50000,1,2,2,28,1,52753,0,0,1.05506
"15030",30000,1,3,2,28,0,11064,1159,0,0.3688
"15031",30000,1,2,2,28,1,0,0,0,0
"15032",50000,1,2,1,29,3,400,0,0,0.008
